Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,GOOG,META,NVDA,AAPL,AMD,GOOG,META,NVDA,AAPL,AMD,GOOG,META,NVDA,AAPL,AMD,GOOG,META,NVDA,AAPL,AMD,GOOG,META,NVDA
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 13:38:00+00:00,253.0791015625,161.1291961669922,248.9499969482422,748.0850219726562,182.66000366210938,253.41000366210938,161.2899932861328,249.00999450683594,748.6900024414062,183.25,253.00999450683594,160.8800048828125,248.7100067138672,747.39501953125,182.50999450683594,253.3350067138672,160.96499633789062,248.77000427246094,748.5604248046875,183.05999755859375,139153,107809,34445,23318,876305
2025-09-29 13:39:00+00:00,253.3300018310547,161.26519775390625,249.10040283203125,748.5599975585938,182.51829528808594,253.5,161.3800048828125,249.22000122070312,748.8200073242188,182.84500122070312,253.0800018310547,161.05999755859375,248.88999938964844,747.75,182.36000061035156,253.0800018310547,161.14500427246094,248.96499633789062,748.0850219726562,182.63499450683594,103874,132256,59483,22054,675279
2025-09-29 13:40:00+00:00,253.61000061035156,161.76010131835938,249.52499389648438,748.3400268554688,182.41000366210938,253.6298065185547,161.7799072265625,249.5800018310547,748.8900146484375,182.75,253.322998046875,161.2449951171875,249.1199951171875,748.1599731445312,182.3000030517578,253.322998046875,161.27999877929688,249.1199951171875,748.8200073242188,182.52499389648438,95275,217935,58687,29741,756219
2025-09-29 13:41:00+00:00,253.38999938964844,161.5,249.52000427246094,748.4199829101562,182.52999877929688,253.6300048828125,162.04989624023438,249.6199951171875,749.5,182.75,253.25999450683594,161.39999389648438,249.2808074951172,748.2877807617188,182.39999389648438,253.6175994873047,161.77999877929688,249.5301055908203,748.2877807617188,182.43690490722656,104522,328264,47947,55527,539573
2025-09-29 13:42:00+00:00,253.67999267578125,161.69580078125,249.75,748.1600952148438,182.99949645996094,253.69000244140625,161.8000030517578,249.8000030517578,748.9998779296875,183.2100067138672,253.32000732421875,161.4499969482422,249.40040588378906,748.1600952148438,182.46099853515625,253.38999938964844,161.5,249.5054931640625,748.3300170898438,182.5399932861328,83782,134687,38506,26967,1493412
2025-09-29 13:43:00+00:00,254.02000427246094,161.7799072265625,249.72999572753906,748.7349853515625,183.44000244140625,254.07000732421875,161.8300018310547,249.9530029296875,749.5499877929688,183.5800018310547,253.6226043701172,161.4499969482422,249.6300048828125,748.3499755859375,182.96380615234375,253.69000244140625,161.69500732421875,249.74000549316406,748.3499755859375,182.99000549316406,192522,176344,38095,25593,1299868
2025-09-29 13:44:00+00:00,253.96499633789062,162.13999938964844,250.00999450683594,748.5,183.60000610351562,254.07000732421875,162.1580047607422,250.02000427246094,748.9199829101562,183.72999572753906,253.8303985595703,161.63999938964844,249.5800018310547,748.1162719726562,183.39999389648438,254.02000427246094,161.77769470214844,249.72999572753906,748.5482788085938,183.44500732421875,80822,185905,67399,20516,972759
2025-09-29 13:45:00+00:00,254.03500366210938,162.33999633789062,250.57249450683594,747.5499877929688,183.72500610351562,254.11700439453125,162.35000610351562,250.60000610351562,747.5499877929688,183.74000549316406,253.9600067138672,161.9499969482422,249.97000122070312,747.5499877929688,183.36000061035156,253.97000122070312,162.08999633789062,250.00999450683594,747.5499877929688,183.60000610351562,136938,216629,60138,20640,957836
2025-09-29 13:46:00+00:00,253.91000366210938,162.83999633789062,250.72999572753906,747.77001953125,183.5749969482422,254.07000732421875,163.04010009765625,250.80999755859375,748.22998046875,184.0,253.8699951171875,162.33999633789062,250.5800018310547,747.5900268554688,183.5399932861328,254.03500366210938,162.33999633789062,250.59010314941406,747.989990234375,183.72999572753906,99217,309468,33416,16538,1004013
2025-09-29 13:47:00+00:00,254.02999877929688,162.9929962158203,250.8614959716797,748.1699829101562,183.58999633789062,254.10000610351562,163.1300048828125,250.9499969482422,748.768798828125,183.8000030517578,253.89999389648438,162.85499572753906,250.6300048828125,747.9400024414062,183.56149291992188,253.9499969482422,162.85499572753906,250.72000122070312,748.0850219726562,183.58999633789062,87089,285216,60628,17641,545793
2025-09-29 13:48:00+00:00,254.02999877929688,163.05999755859375,251.0399932861328,748.4224853515625,183.4123992919922,254.1999969482422,163.22999572753906,251.13299560546875,748.780029296875,183.6199951171875,253.97000122070312,162.6699981689453,250.67999267578125,747.8400268554688,183.2899932861328,254.04420471191406,162.98739624023438,250.91000366210938,748.4498901367188,183.58810424804688,60601,267853,56205,19870,777158
2025-09-29 13:49:00+00:00,254.05999755859375,163.10000610351562,251.22000122070312,748.4500122070312,183.2301025390625,254.11000061035156,163.22000122070312,251.25,749.0,183.4976043701172,254.0,162.83450317382812,250.94140625,748.4099731445312,183.22000122070312,254.02000427246094,163.09500122070312,251.0500030517578,748.4400024414062,183.4199981689453,90076,166186,31454,24379,448982
2025-09-29 13:50:00+00:00,254.2100067138672,163.07589721679688,251.42999267578125,749.0499877929688,182.97500610351562,254.33999633789062,163.3000030517578,251.47000122070312,749.3099975585938,183.30999755859375,254.0,162.8800048828125,250.9499969482422,748.3200073242188,182.94000244140625,254.05999755859375,163.0836944580078,251.23460388183594,748.4500122070312,183.22999572753906,80776,171281,55110,24051,575322
2025-09-29 13:51:00+00:00,254.2700958251953,162.8551025390625,251.2899932861328,748.4555053710938,182.97500610351562,254.33999633789062,163.17999267578125,251.55999755859375,749.197509765625,183.0583953857422,254.14010620117188,162.6300048828125,251.2899932861328,748.22998046875,182.8800048828125,254.19000244140625,163.10000610351562,251.3699951171875,749.0499877929688,182.97000122070312,74924,163685,36585,18685,501030
2025-09-29 13:52:00+00:00,254.16000366210938,162.42999267578125,251.18499755859375,748.2449951171875,183.13999938964844,254.28500366210938,162.8699951171875,251.4600067138672,748.5599975585938,183.16189575195312,254.05999755859375,162.3800048828125,251.06500244140625,747.8699951171875,182.8209991455078,254.22999572753906,162.8699951171875,251.25999450683594,748.5599975585938,182.97000122070312,64452,186070,42627,9336,521760
2025-09-29 13:53:00+00:00,254.1699981689453,162.731201171875,251.42410278320312,748.4400024414062,183.4918975830078,254.22999572753906,162.8000030517578,251.5,748.6400146484375,183.52000427246094,254.04010009765625,162.4136962890625,251.18829345703125,747.739990234375,183.1199951171875,254.1750030517578,162.4136962890625,251.18829345703125,748.47998046875,183.1300048828125,57344,116718,26979,52447,617287
2025-09-29 13:54:00+00:00,253.7899932861328,162.85299682617188,251.351806640625,748.9558715820312,183.41990661621094,254.22999572753906,162.97000122070312,251.64830017089844,748.9558715820312,183.60000610351562,253.72000122070312,162.6945037841797,251.30999755859375,748.4119262695312,183.30999755859375,254.19500732421875,162.75,251.5,748.6400146484375,183.49440002441406,87398,97156,39532,12604,477774
2025-09-29 13:55:00+00:00,253.83999633789062,162.6699981689453,251.2899932861328,748.6799926757812,183.25,253.97000122070312,163.08999633789062,251.3842010498047,749.0900268554688,183.5500030517578,253.72000122070312,162.56019592285156,251.05999755859375,748.1599731445312,183.04010009765625,253.77999877929688,162.85000610351562,251.33999633789062,748.689208984375,183.41000366210938,89042,142418,35618,14851,560893
2025-09-29 13:56:00+00:00,253.82350158691406,162.6999969482422,251.3699951171875,747.8505859375,183.27000427246094,254.01589965820312,162.8000030517578,251.37100219726562,749.0,183.39999389648438,253.78399658203125,162.55999755859375,251.0,747.7000122070312,183.18099975585938,253.8594970703125,162.65499877929688,251.27859497070312,749.0,183.25999450683594,60134,95150,42014,20494,316309
2025-09-29 13:57:00+00:00,254.19000244140625,162.6699981689453,250.97000122070312,747.5800170898438,183.09100341796875,254.21009826660156,162.85000610351562,251.3800048828125,748.1898803710938,183.39999389648438,253.77999877929688,162.6199951171875,250.89999389648438,747.3289794921875,183.08999633789062,253.8249969482422,162.6999969482422,251.33999633789062,747.8599853515625,183.2700958251953,65148,55795,39217,15787,442415
2025-09-29 13:58:00+00:00,253.88589477539062,162.54139709472656,250.41729736328125,748.6370849609375,182.99000549316406,254.22000122070312,162.7740020751953,250.97999572753906,748.6500244140625,183.22850036621094,253.88589477539062,162.47000122070312,250.36000061035156,747.5399780273438,182.94000244140625,254.17999267578125,162.6699981689453,250.9239959716797,747.8300170898438,183.14999389648438,76955,64650,43441,12538,398943
2025-09-29 13:59:00+00:00,253.7050018310547,162.8300018310547,250.33999633789062,749.3300170898438,183.09500122070312,254.0800018310547,162.87440490722656,250.5800018310547,749.3300170898438,183.1699981689453,253.67999267578125,162.50509643554688,250.2899932861328,748.4846801757812,182.97500610351562,253.89999389648438,162.52999877929688,250.4149932861328,748.780029296875,182.97999572753906,77568,72323,46812,11741,328005
2025-09-29 14:00:00+00:00,253.32000732421875,162.91000366210938,250.25860595703125,749.7449951171875,182.97000122070312,253.8804931640625,163.07000732421875,250.50929260253906,750.3599853515625,183.3083038330078,253.30999755859375,162.74000549316406,250.0800018310547,749.3499755859375,182.8699951171875,253.7050018310547,162.8300018310547,250.36000061035156,749.4000244140625,183.10499572753906,139631,101270,50506,25192,569098
2025-09-29 14:01:00+00:00,253.35000610351562,162.22000122070312,250.27000427246094,749.5338134765625,182.7949981689453,253.4499969482422,162.89999389648438,250.35040283203125,749.6325073242188,182.97000122070312,253.27090454101562,162.13999938964844,250.0417022705078,748.7000122070312,182.681396484375,253.3300018310547,162.89999389648438,250.25999450683594,749.6325073242188,182.97000122070312,98812,197087,29566,8736,435390
2025-09-29 14:02:00+00:00,253.35000610351562,162.08999633789062,250.31500244140625,748.0399780273438,182.86000061035156,253.55499267578125,162.35499572753906,250.7100067138672,749.47998046875,183.0413055419922,253.28509521484375,162.02999877929688,250.28500366210938,747.9000244140625,182.80999755859375,253.3511962890625,162.22999572753906,250.35000610351562,749.469970703125,182.80999755859375,98606,116826,47642,19476,301507
2025-09-29 14:03:00+00:00,253.33999633789062,162.14599609375,250.47000122070312,748.30908203125,183.07000732421875,253.47659301757812,162.23309326171875,250.57000732421875,749.489990234375,183.11000061035156,253.31500244140625,162.10499572753906,250.32000732421875,747.8099975585938,182.8800048828125,253.3800048828125,162.12939453125,250.3572998046875,748.2899780273438,182.8800048828125,53983,54112,1417157,32324,320421
2025-09-29 14:04:00+00:00,253.50999450683594,162.28500366210938,250.3000030517578,748.6950073242188,183.22000122070312,253.5399932861328,162.4600067138672,250.38999938964844,748.6950073242188,183.24989318847656,253.35499572753906,162.22000122070312,250.2100067138672,747.7901000976562,183.0601043701172,253.35499572753906,162.41769409179688,250.2100067138672,748.0864868164062,183.0800018310547,54094,82204,0,9883,495143
2025-09-29 14:05:00+00:00,253.6699981689453,162.25,250.16000366210938,748.2000122070312,183.11000061035156,253.7100067138672,162.38259887695312,250.26699829101562,748.75,183.22999572753906,253.49000549316406,162.1699981689453,250.10000610351562,748.2000122070312,183.0399932861328,253.52000427246094,162.3300018310547,250.2100067138672,748.4099731445312,183.22999572753906,72500,82452,28390,14927,312831
2025-09-29 14:06:00+00:00,253.7100067138672,162.50010681152344,250.2050018310547,747.9215698242188,183.32220458984375,253.75799560546875,162.61500549316406,250.33999633789062,748.6798706054688,183.5399932861328,253.63450622558594,162.26499938964844,249.97999572753906,747.7000122070312,183.125,253.64999389648438,162.26499938964844,250.1699981689453,748.3599853515625,183.12539672851562,52531,99187,36573,20141,736032
2025-09-29 14:07:00+00:00,253.85549926757812,162.82000732421875,250.57000732421875,747.739990234375,183.5137939453125,253.91000366210938,162.83999633789062,250.57000732421875,747.9000244140625,183.55999755859375,253.66000366210938,162.4499969482422,250.1501007080078,747.4199829101562,183.27000427246094,253.70700073242188,162.5,250.1501007080078,747.9000244140625,183.32510375976562,75357,68872,24340,11953,447980
2025-09-29 14:08:00+00:00,253.96499633789062,162.9499969482422,250.69000244140625,747.7999877929688,183.3000030517578,254.02310180664062,162.9600067138672,250.6999969482422,748.2777709960938,183.5500030517578,253.8614044189453,162.60000610351562,250.4600067138672,747.5700073242188,183.16009521484375,253.9199981689453,162.8354034423828,250.6300048828125,747.7999877929688,183.52499389648438,65198,73598,70675,14422,356775
2025-09-29 14:09:00+00:00,254.1699981689453,163.10000610351562,251.1999969482422,747.72998046875,183.4635009765625,254.22999572753906,163.25,251.25999450683594,748.4000244140625,183.60000610351562,253.94000244140625,162.9499969482422,250.6699981689453,747.5,183.2982940673828,253.97999572753906,162.9499969482422,250.7100067138672,747.9600219726562,183.2982940673828,87208,150643,69264,23755,469435
2025-09-29 14:10:00+00:00,254.1300048828125,163.29269409179688,251.10000610351562,747.9349975585938,183.09759521484375,254.22999572753906,163.32000732421875,251.2299041748047,748.030029296875,183.5,254.1199951171875,163.05999755859375,251.02000427246094,747.5,183.0738067626953,254.1750030517578,163.1199951171875,251.2050018310547,747.72998046875,183.4600067138672,63653,146850,26157,9031,375285
2025-09-29 14:11:00+00:00,253.9600067138672,163.24000549316406,251.0063018798828,747.9324951171875,183.11500549316406,254.1479949951172,163.29209899902344,251.10000610351562,748.0499877929688,183.1999969482422,253.82000732421875,163.0500030517578,250.88499450683594,747.7100219726562,183.02000427246094,254.14210510253906,163.2899932861328,251.0850067138672,748.010009765625,183.08999633789062,72440,95698,22004,9497,303776
2025-09-29 14:12:00+00:00,254.125,163.3876953125,250.92999267578125,747.6984252929688,183.0449981689453,254.125,163.54879760742188,251.16000366210938,747.8870239257812,183.2050018310547,253.94000244140625,163.19020080566406,250.92999267578125,747.5900268554688,183.02000427246094,253.9499969482422,163.24000549316406,251.0399932861328,747.6900024414062,183.11830139160156,43553,119381,33982,5658,269337
2025-09-29 14:13:00+00:00,254.02499389648438,163.14999389648438,250.8070068359375,748.1199951171875,182.9949951171875,254.1699981689453,163.39999389648438,250.9199981689453,748.2849731445312,183.0500030517578,254.02029418945312,163.1300048828125,250.5800018310547,747.4299926757812,182.83999633789062,254.1300048828125,163.38999938964844,250.9199981689453,747.530029296875,183.0449981689453,45964,97087,29228,14308,400585
2025-09-29 14:14:00+00:00,254.42210388183594,163.02999877929688,250.86610412597656,748.0296020507812,183.03500366210938,254.4499969482422,163.27000427246094,250.922607421875,748.9299926757812,183.0800018310547,254.00999450683594,163.00869750976562,250.70550537109375,748.0296020507812,182.9246063232422,254.02999877929688,163.1300048828125,250.8300018310547,748.3400268554688,182.99000549316406,104594,89803,21229,21894,295908
2025-09-29 14:15:00+00:00,254.33999633789062,162.9600067138672,251.17999267578125,748.6199951171875,182.9799041748047,254.5,163.0500030517578,251.1999969482422,748.6199951171875,183.1300048828125,254.32000732421875,162.86000061035156,250.8699951171875,748.030029296875,182.8699951171875,254.42979431152344,163.03140258789062,250.91749572753906,748.2999877929688,183.0399932861328,70658,79333,23655,25638,355862
2025-09-29 14:16:00+00:00,254.25,162.7899932861328,250.9499969482422,747.8699951171875,182.96009826660156,254.36000061035156,163.0399932861328,251.2299041748047,748.5313720703125,182.98789978027344,254.17999267578125,162.6199951171875,250.9499969482422,747.7482299804688,182.77999877929688,254.32009887695312,162.97500610351562,251.16009521484375,748.469970703125,182.9770050048828,50199,86294,30359,10893,356577
2025-09-29 14:17:00+00:00,254.00399780273438,162.7100067138672,250.60780334472656,747.260009765625,183.02999877929688,254.27000427246094,162.83999633789062,250.94500732421875,747.6799926757812,183.0800018310547,254.00399780273438,162.67739868164062,250.5500030517578,747.0103759765625,182.90499877929688,254.25999450683594,162.78970336914062,250.94500732421875,747.6799926757812,182.96499633789062,69759,42845,38636,12005,290561
2025-09-29 14:18:00+00:00,253.98880004882812,162.71279907226562,250.22999572753906,747.0,183.0449981689453,254.11000061035156,162.8800048828125,250.5950927734375,747.47998046875,183.0500946044922,253.9199981689453,162.61000061035156,250.1300048828125,746.8200073242188,182.89999389648438,254.02999877929688,162.72999572753906,250.57000732421875,747.1085205078125,183.0281982421875,56941,59633,24937,22683,226768
2025-09-29 14:19:00+00:00,253.9600067138672,162.38999938964844,249.68499755859375,746.2150268554688,182.77000427246094,254.0373992919922,162.77310180664062,250.2100067138672,747.1300048828125,183.13999938964844,253.9149932861328,162.3699951171875,249.54440307617188,746.0999755859375,182.72999572753906,253.9635009765625,162.72999572753906,250.2100067138672,746.969970703125,183.0500030517578,42546,52567,35259,13246,380533
2025-09-29 14:20:00+00:00,254.06500244140625,162.27999877929688,249.82000732421875,746.7000122070312,182.72000122070312,254.11000061035156,162.4199981689453,249.8800048828125,746.7000122070312,182.77999877929688,253.82870483398438,162.17999267578125,249.49000549316406,745.719970703125,182.5399932861328,253.97000122070312,162.4199981689453,249.6999969482422,746.1353149414062,182.77999877929688,65407,76437,37272,18362,420925
2025-09-29 14:21:00+00:00,254.13499450683594,162.44000244140625,250.03500366210938,747.3800048828125,183.08999633789062,254.1699981689453,162.52999877929688,250.03500366210938,747.469970703125,183.1300048828125,253.99000549316406,162.25999450683594,249.77000427246094,746.6500244140625,182.7050018310547,254.05999755859375,162.25999450683594,249.8000030517578,746.6500244140625,182.72500610351562,62145,80156,32108,17622,415819
2025-09-29 14:22:00+00:00,254.21640014648438,162.55999755859375,249.9842071533203,746.77001953125,183.1051025390625,254.22000122070312,162.58999633789062,250.0399932861328,747.114990234375,183.16000366210938,254.08729553222656,162.42300415039062,249.9199981689453,746.701171875,183.05999755859375,254.13999938964844,162.47999572753906,249.99000549316406,747.0399780273438,183.09559631347656,64252,63978,23855,16435,325882
2025-09-29 14:23:00+00:00,254.22999572753906,162.62600708007812,250.0906982421875,747.0,183.297607421875,254.2899932861328,162.63999938964844,250.0906982421875,747.0,183.3000030517578,254.125,162.4600067138672,249.81039428710938,746.4349975585938,183.0800018310547,254.2100067138672,162.59609985351562,250.02000427246094,746.6699829101562,183.10560607910156,48944,48943,23105,7080,401899
2025-09-29 14:24:00+00:00,254.2100067138672,162.82000732421875,250.0800018310547,746.8599853515625,183.36500549316406,254.24000549316406,162.83990478515625,250.13999938964844,747.094970703125,183.47999572753906,254.1199951171875,162.59039306640625,249.9499969482422,746.8599853515625,183.24000549316406,254.22500610351562,162.59039306640625,250.03500366210938,747.094970703125,183.2949981689453,38247,66235,20599,15740,430700
2025-09-29 14:25:00+00:00,254.13999938964844,163.13729858398438,250.13999938964844,747.0,183.5218963623047,254.22999572753906,163.22999572753906,250.22500610351562,747.0999755859375,183.53819274902344,254.1060028076172,162.7949981689453,250.02999877929688,746.8099975585938,183.30499267578125,254.1999969482422,162.8300018310547,250.0800018310547,746.9099731445312,183.3699951171875,38147,87804,19227,21782,534125
2025-09-29 14:26:00+00:00,254.19000244140625,163.22000122070312,249.99000549316406,747.0,183.47999572753906,254.27000427246094,163.22000122070312,250.16000366210938,747.1199951171875,183.5399932861328,254.10800170898438,163.07000732421875,249.89999389648438,746.7100219726562,183.36500549316406,254.12620544433594,163.12530517578125,250.14999389648438,747.0,183.52490234375,43048,72788,26862,17668,316303
2025-09-29 14:27:00+00:00,254.2100067138672,163.24549865722656,249.86500549316406,746.75,183.5299072265625,254.25990295410156,163.27999877929688,250.0050048828125,747.02001953125,183.57000732421875,254.1562957763672,163.1501007080078,249.77999877929688,746.5700073242188,183.4550018310547,254.18499755859375,163.21949768066406,249.99099731445312,746.9000244140625,183.49000549316406,35249,64188,21843,5417,347960
2025-09-29 14:28:00+00:00,254.2050018310547,163.08999633789062,250.0115966796875,746.6699829101562,183.52499389648438,254.22000122070312,163.35000610351562,250.0115966796875,747.1199951171875,183.6199951171875,254.12010192871094,163.02000427246094,249.82000732421875,746.5599975585938,183.36000061035156,254.1999969482422,163.23500061035156,249.88499450683594,746.7849731445312,183.52499389648438,43642,66959,22550,16863,430636
2025-09-29 14:29:00+00:00,254.2198944091797,163.25,249.8350067138672,747.1566162109375,183.375,254.22999572753906,163.2899932861328,250.0500030517578,747.2999877929688,183.52499389648438,254.07000732421875,163.02000427246094,249.77000427246094,746.6599731445312,183.25999450683594,254.1999969482422,163.08810424804688,250.0399932861328,746.6699829101562,183.51499938964844,43319,62179,16132,4261,338555
2025-09-29 14:30:00+00:00,254.1300048828125,163.27999877929688,249.67010498046875,746.5999755859375,183.25999450683594,254.24000549316406,163.42999267578125,249.9499969482422,747.3099975585938,183.39999389648438,254.1082000732422,163.19000244140625,249.66009521484375,746.5499877929688,183.1999969482422,254.2050018310547,163.24000549316406,249.86000061035156,747.207275390625,183.375,43091,86743,16430,5498,291266
2025-09-29 14:31:00+00:00,254.02000427246094,163.07420349121094,249.47999572753906,746.52001953125,183.13999938964844,254.14999389648438,163.35000610351562,249.7100067138672,746.9600219726562,183.2698974609375,254.0050048828125,163.0373992919922,249.4788055419922,746.52001953125,183.0,254.14999389648438,163.2899932861328,249.69009399414062,746.719970703125,183.25999450683594,29247,90876,10599,5743,412336
2025-09-29 14:32:00+00:00,254.0500030517578,163.21519470214844,249.50999450683594,746.6199951171875,183.17999267578125,254.0800018310547,163.23260498046875,249.61959838867188,747.0399780273438,183.25999450683594,254.00369262695312,163.07000732421875,249.50999450683594,746.6199951171875,183.0303955078125,254.05999755859375,163.1199951171875,249.5102996826172,746.6500244140625,183.14999389648438,34397,45267,10499,6193,350452
2025-09-29 14:33:00+00:00,254.13999938964844,163.06500244140625,249.33999633789062,746.6199951171875,183.16419982910156,254.14999389648438,163.2313995361328,249.5500030517578,746.8699951171875,183.22500610351562,254.00999450683594,162.97019958496094,249.3094024658203,746.3699951171875,182.85000610351562,254.0399932861328,163.22500610351562,249.50999450683594,746.5499877929688,183.18499755859375,46560,70907,18423,9303,368912
2025-09-29 14:34:00+00:00,254.08999633789062,163.1051025390625,249.27000427246094,746.5150146484375,183.22000122070312,254.1699981689453,163.13999938964844,249.42999267578125,746.8099975585938,183.281494140625,254.0850067138672,162.9499969482422,249.25,746.260009765625,183.0500030517578,254.13999938964844,163.07000732421875,249.33470153808594,746.655029296875,183.1649932861328,33138,50752,34620,5406,310131
2025-09-29 14:35:00+00:00,254.0500030517578,163.0,249.1999969482422,746.7650146484375,183.01499938964844,254.11000061035156,163.17999267578125,249.2899932861328,746.8599853515625,183.30499267578125,253.99000549316406,162.8800048828125,249.07000732421875,746.3599853515625,182.96009826660156,254.10000610351562,163.11000061035156,249.26499938964844,746.5700073242188,183.22999572753906,61668,74179,38850,10665,422685
2025-09-29 14:36:00+00:00,254.07000732421875,163.21009826660156,248.98500061035156,746.5700073242188,183.02679443359375,254.1199951171875,163.3000030517578,249.22000122070312,746.9600219726562,183.12989807128906,253.97000122070312,163.02000427246094,248.97999572753906,746.5700073242188,182.9600067138672,254.02999877929688,163.02000427246094,249.1999969482422,746.8099975585938,183.02000427246094,43907,71478,30807,9912,286393
2025-09-29 14:37:00+00:00,253.94000244140625,162.92999267578125,248.92999267578125,746.5399780273438,183.07000732421875,254.07919311523438,163.27000427246094,249.04800415039062,746.6370239257812,183.11500549316406,253.82000732421875,162.91000366210938,248.92999267578125,746.3499755859375,182.94000244140625,254.07919311523438,163.23500061035156,248.99000549316406,746.5999755859375,183.0399932861328,60517,51716,20454,5736,320302
2025-09-29 14:38:00+00:00,253.92999267578125,163.03500366210938,249.0050048828125,746.4000244140625,183.14439392089844,254.0850067138672,163.07000732421875,249.0399932861328,746.8200073242188,183.22000122070312,253.89999389648438,162.91000366210938,248.8699951171875,746.4000244140625,182.94239807128906,253.92999267578125,162.9799041748047,248.94500732421875,746.4801025390625,183.0780029296875,105274,31041,19229,8263,266240
2025-09-29 14:39:00+00:00,253.9290008544922,163.1199951171875,248.88999938964844,746.9949951171875,183.35499572753906,254.17999267578125,163.125,249.0399932861328,747.010009765625,183.36000061035156,253.89300537109375,162.97999572753906,248.84500122070312,746.6500244140625,183.13999938964844,253.92999267578125,163.01150512695312,249.00999450683594,746.6500244140625,183.14500427246094,73258,27548,23199,9095,292545
2025-09-29 14:40:00+00:00,253.77090454101562,163.38999938964844,249.02000427246094,747.6699829101562,183.18499755859375,253.94000244140625,163.40989685058594,249.02000427246094,747.6699829101562,183.41000366210938,253.74009704589844,163.14999389648438,248.8166046142578,747.02001953125,183.1199951171875,253.92979431152344,163.14999389648438,248.90570068359375,747.0999755859375,183.36000061035156,56264,95876,17521,33082,26229695
2025-09-29 14:41:00+00:00,253.8800048828125,163.55999755859375,249.19000244140625,747.72998046875,183.36000061035156,253.92999267578125,163.69000244140625,249.25,748.0150146484375,183.39999389648438,253.6999969482422,163.32000732421875,249.00999450683594,747.5499877929688,183.1300048828125,253.75999450683594,163.38720703125,249.02000427246094,747.6500244140625,183.1800994873047,66114,205728,29235,10639,0
